text ,label
"on 01.03.2000 at 7.50 p.m. in the evening.the complainant stated that on the previous night while she was sleeping in her house in village Tighrapura in a room at about 2 a.m., the appellant, who was her neighbour, entered into her house and forcibly committed sexual intercourse with her when her sister-in-law Guddi Bai sleeping in a nearby cot woke up after listening to weeping of the complainant and then the appellant ran away.",sexual offense
"On 02.06.2004, two sisters (both victims of rape), who were working in the quarry of one Subhash Jain- PW-4, after completing their work, were waiting for the bus near Sampige of Puttige Village by the side of the road to go to their residence in Badaga Mijaru Village, Ashwathapura, Santhakatte. At about 6.00 p.m., the appellants came there in an autorickshaw which was driven by Santhosh Moolya (A-1) and stopped the auto in front of the victims asking them to get into the auto as they were also going towards Ashwathapura side. Surendra Gowda (A-2) was already sitting in the auto. Both the sisters sat by his side. It was raining at that time. After some time, leaving the main road, the appellant moved the auto towards a kutcha road. Both the victims asked them as to where the auto was being taken. By that time, the accused stopped the auto at a lonely place and pulled both the victims out of the auto and after covering their mouth with hands, threatened to kill them if they gave rise to any shouting. Thereafter, both the victims were made to lie on the ground and their clothes were removed. Santhosh Moolya, A-1 raped the elder sister and Surendra Gowda, A-2 raped the younger sister.",sexual offense
"on11.03.1993. Rajinder Kaur (PW 15), the prosecutrix, and her brother Rajinder Singh (PW 16) had gone to fields for collecting cattle fodder. Rajinder Singh had gone on a cycle and settled in a field at some distance from the field where Rajinder Kaur, the prosecutrix, had reached to cut/collect the grass. The appellant, Satpal Singh, caught hold of her and out of fear, the sickle in her hand fell down. The appellant took her to the nearby wheat field and raped her.",sexual offense
"The victim, a student of 11th standard studying in that school, was called by the first respondent in the month of March 2010 to his room for the study purpose; served a drink and, after consuming the drink, it is alleged that the first respondent raped her and also took nude photographs. It is also alleged that on March 18, 2010 the first respondent took the victim to Dr. A. Aruna Kumari for pregnancy test. However, the test was reported to be negative. It is further alleged that thereafter the first respondent molested the victim and also raped her during the period March 2010 to July 2010.",sexual offense
"On 21st January, 1992 at about 1 p.m. PW.1 who is the father of the deceased along with PW.2 cousin of the deceased and two other persons decided to visit their daughter, Sarvesh who was residing in Sahibabad a nearabout place to Aligarh. It is the further case of the prosecution that when they reached the house of the deceased, they found the house locked and on knocking at the door they found the respondents herein coming out with blood stained clothes and a sickle. On entering the house they found the deceased with incised wound on her throat they also noticed that she was raped. On seeing the respondents, the above said witnesses caught the accused persons and on being questioned the accused persons confessed to them that they had raped her. ",sexual offense
"After having food with him in Damlu Nayakan tanda when they were proceeding on the road and near the land of Heery which was at a distance of 3 to 4 lands from Damlu Nayakan tanda where there was Tur crop standing on the land, the accused made an indecent overture and caught hold of PW-1 at her chest and asked her to sleep with him. Then she resisted the accused and both she and her husband appealed to him not to outrage her modesty and let her go. The accused did not yield to the same and made her fall on the ground and took out a Jambya from his waist and threatened PW-2 not to come near him. In this scuffle the clothes of PW-1 were torn. Her blouse was completely torn and she lost her honour. she was examined by two doctors. He opined that injury could be caused at the time of violent sexual intercourse. The other injuries found on the body could be caused during the scuffle when she was subjected to violent sexual intercourse.",sexual offense
"they had gone out of their house in search of work. Sushama was all alone in the house. The appellant taking advantage of the absence of the parents of the prosecutrix, came there, took her to Tapariya, put off her Chaddi and he also pulled down his trousers and sat upon her. When her grandfather came, he fled away. When the parents of Sushama came back, they were informed about the said incident by her. The mother of the prosecutrix had seen redness in her private part as also blood coming out therefrom.",sexual offense
"After they visited the fair, she along with five ladies, were returning to the village. It is alleged that on the way, the appellant consumed liquor and at about 8.30 P.M., other ladies left the prosecutrix behind by a few yards. The appellant, thereafter, started making vulgar utterances and he caught hold of the prosecutrix by her arm and dragged her towards the grassy land. It is alleged that on hearing the vulgar utterances of the appellant, other ladies ran away from the place of occurrence and then the appellant committed rape. It has further been alleged that after some time, one of the companion ladies of the prosecutrix accompanied by her father-in-law, Manak, reached the grassy land where the prosecutrix had been raped. According to the allegation, after committing the rape, the appellant was lying on the prosecutrix and pressing her breast.",sexual offense
"respondent committed rape of a young girl aged about 10-12 years. She and the respondent were resident of the same village. She had gone to forest to collect fuel sticks. In the forest the rape is alleged to have been committed by the respondent. Prosecutrix was examined by doctor who issued the certificate opining that her vaginal examination showed that penis has entered in her vagina. when unfortunately, foot of prosecutrix was punctured on account of a thorn which she was removing and at that stage the respondent was able to grab her and drag her towards bushes and thereafter the offence of rape is said to have been committed.",sexual offense
"the victim (PW1) who is aged about 19 to 20 years was forcibly abducted by the appellant and another accused in an autorickshaw on 19th of February, 1989 from Timmenhalli Road leading to Vijay Nagar bus stand at about 6.20 p.m. when she was going with a cousin of her and she was taken to a house and raped by the two accused persons. It is to be noticed that in the said complaint prosecutrix had stated the name of the appellant herein while she was unable to name the other accused. It is also come in evidence that investigating agency after the arrest of the accused persons seized their personal clothes so also the sari, blouse, peticoat of PW1 and sent the same to chemical examination but nothing incriminating was found. Even during the course of medical examination, the doctor was unable to find any evidence of recent sexual intercourse though he noticed the fact that the PW1 was used to sexual intercourse.",sexual offense
"A thirteen year old minor girl was allegedly raped. In order to prove its accusation prosecution examined PW5 who is claimed to be an eye-witness. Additionally Pws.6, 7 and 8 were examined to show the presence of the accused persons with the deceased just prior to the alleged time of occurrence.",sexual offense
"in the night three youngsters forcibly took her from the nearby field where she had gone to attend the call of nature. It is alleged that these youngsters ravished her and left there. Then she saw a truck coming through the nearby road, she stopped the truck and requested the respondent- driver to take her to her native place in Haryana. The respondent took her to his house in Haryana and the prosecution case is that she was unlawfully detained in the house and was subjected to sexual intercourse forcibly by the respondent. She stayed in the house of the respondent for about 2 months.",sexual offense
"The case against the appellant was that he took away the daughter of his neighbour from the lawful custody of her parents and took her to various places and that she was subjected to sexual intercourse. Though the prosecutrix tried to escape from the custody of the appellant, she was prevented from doing so. After few days, the appellant was arrested by the police and the statement of the prosecutrix was recorded by the police. The Sessions Judge held that at the time of incident, the prosecutrix age was less than 16 years and the medical evidence also show that the appellant had committed rape on her.",sexual offense
"At about 8:00 pm on 10.09.1996, the 
deceased along with his employee Kamlesh (PW-6) left for 
Delhi on his scooter to purchase toughened glass sheets for TV 
showcases. He was scheduled to return back around 
midnight. As he did not come home even at 2:00 am on 
11.09.1996, his father along with Ashok Kumar started 
searching for him. Initially, they went to the place from where 
the deceased purchased the toughened glass sheets and were 
informed that he left the shop at 11:00 pm after purchasing the 
glass sheets. They went to the house of one Mahinder around 
04:30 am and were informed that the deceased met him earlier 
in the evening but left immediately thereafter. They were 
frantically searching for the deceased and finally found his 
dead body around 5:30 pm on 11.09.1996 lying in the bushes 
on the left side of the road, at a distance of one km. from 
Anangpur Chowk towards Faridabad. The scooter on which the 
deceased was travelling was also lying 3-4 feet away from his 
body. They observed an injury mark near the eye of the 
deceased and blood on his face. They were surprised to find 
the body at that spot as, earlier in the day at around 2:00 pm 
they had searched the same area but there was no sign of a 
body being there.",murder
"between 26th and 27th November, 2000 when all the 
2 
family members were sleeping, the appellant-accused woke up them at 
about 12:30 am and made an extra judicial confession before PW1 
Chandra Kumar (brother-in-law of the accused), PW4 Durdeshi Ram 
(brother-in-law of the accused) and PW2 Dhruv Ram (cousin brother of 
the deceased), that he had committed the murder of his father-in-law 
Roopram. On hearing this, all the persons rushed to see whether 
Roopram was sleeping on the cot. They found that he was dead, there 
was cut injury on the neck, teeth were broken, injury on his head and 
blood was oozing out. When they asked as to why he killed the 
deceased, the accused allegedly told them that deceased Roopram had 
an illicit relationship with accused’s wife Gaya Bai (who is daughter of 
the deceased) and therefore, he committed the murder of his 
father-in-law with a Spade. Nobody caught hold of the accused as he 
was holding blood-smeared Spade and he ran away towards the forest.",murder
"The case of the prosecution in brief is that, at about 1.00 
a.m. on 26.03.1999, all the accused who are the residents of same 
village as that of the deceased came in a group armed with weapons 
and assaulted the deceased (Amin) and PW-1, PW-2, PW-3, PW-4 and 
PW-6. Deceased (Amin) sustained two injuries which are as under: 
“1. Abrasion on left leg. 
2. Deep injury to mandible region, occipital 
region of head-sharp injury (incised wound/lacerated 
wound) by appearance. Cause of death was crush 
injury to brain.” 
The doctor opined that the death was caused due to the second 
injury mentioned above.",murder
"I submit that my wife burnt to death this 
evening on 5.30 p.m. I was at my shop and my brother was also 
there. My mother and younger brotherâ¬ ""!s wife had gone to our 
house in Bihar. My wife was half mad. She was burnt to death. 
When the smoke arose in the house and sounds of the crying 
came out of the house, the neighbour came running to my shop 
and informed me. I went to the house, went up the stairs and 
pushed the door open. I saw my wife and daughter were burnt to 
death.",murder
"They entered the house and saw 
Paramjit Singh @Pamma on the floor and the appellant had a 
phawra in her hands who caused head injuries by giving blows 
1 
to the deceased in their presence. Jagbir Singh (PW.1) took 
the phawra from the appellant and made her to sit on a cot 
lying nearby. Jagbir Singh (PW.1) called one Vidya Sagar, a 
local person and instructed him to make a complaint to the 
police on the basis of which a case was registered against 
the appellant under Section 302 IPC and appellant was 
arrested.",murder
"The case of the prosecution is that on 15.03.2010 at about 
9.30 P.M. an FIR was lodged by PW-1/Dileshwar Sahu, who is the son 
of the appellant/accused, that his younger brother Vedram was 
residing with their father, who is appellant herein. On 15.03.2010 
at about 8.00 P.M. while returning from the field he found the dead 
body of his brother/Vedram in the courtyard and an axe was lying 
near the dead body. He noticed injuries near the face of the 
deceased. It was stated by PW.1 that PW.3/Fulmatbai, who is the 
mother of the deceased, was crying there and on being asked, she 
informed him that at about 7.30 P.M. the appellant/accused 
committed the murder of Vedram by saying that the deceased/Vedram 
does nothing and roams around without any purpose.",murder
"On 02.06.2014 at about 9.00 P.M., the 
deceased Shaikh Mohsin was proceeding for 
dinner with another friend Riyaz. He was 
wearing a pastel green colour shirt and had 
a beard. According to the prosecution, the 
accused respondents before us, targeted them 
because they belonged to a certain community 
and started assaulting Shaikh Mohsin with 
hockey sticks, bats and stones. This 
resulted in his death.",murder
"22.04.1995 at 
8.00 p.m., PW-1 Mateen Khan was going on motorcycle 
with the deceased on main road NH-43. The assailant, 
who was later identified as Mangal Singh fired two gun 
shots from behind resulting in death of Ravi Srivastav. 
Apart from the identification of Mangal Singh as the 
assailant by direct evidence of P.W-1, the eye witness, 
all the five appellants were implicated only on account 
of phone connectivity as per call records which 
information has been collected during the 
investigation.",murder
"The prosecution version is that on 5.7.1983 at about 5 AM to 5.30 
AM, some 200-250 villagers, which included the accused persons as well, 
armed with various weapons like Lathi, Ladna, Farsa, Hasua and Ballam 
surrounded the village Siktahar. The accused persons forced out a number 
of persons from their houses, assaulted them in various ways and ultimately 
took four of them in tie-bound condition to a place called Hijul Pakur 
Field which is some distance away from village Siktahar and they assaulted 
them with various weapons causing serious injuries.",murder
"Narinderpal Singh is the 
appellant before us. There were others also who 
armed with hockey sticks, soti etc. encircled his 
son Gobind Singh. The appellant, Narinderpal 
Singh gave a blow with his kirch which hit him on 
his right flank. When Narinderpal Singh gave a 
second blow with his kirch, Jaspal Singh @ Palli 
came and prevented it by making the way. Gobind 
Singh later died in the hospital.",murder
"the appellant murdered one Munkaran Singh Gond on 
9.4.1995 at 8 o’clock in the morning having suspected 
that the deceased has developed illicit relationship with 
his wife Fuljhariya. According to the prosecution case, 
the appellant, deceased and the wife of the appellant had 
been collecting the flowers of Mahua on the fateful day 
2 
and when Fuljhariya-wife of the appellant, was at some 
distance, the appellate started talking to the deceased 
about the illicit relationship developed by him with the 
appellant’s wife and it is at that time, the appellant 
assaulted the deceased with the axe. He died on the 
spot.",murder
"at about 7.00 a.m., certain persons including the petitioner herein entered the courtyard of the house of the deceased Chote Lal with Lathi, 2 danda and axe and committed his murder. From the record, it appears that apart from certain other witnesses who had deposed, star witness was the wife of the deceased Smt. Bitawanbai (P.W.12) who is the eye witness. Her evidence was sought to be discredited before the trial court as well as the High Court on the ground that she is an interested witness, being the wife of the deceased.",murder
"at 10:00 p.m. her husband 
(the deceased) was sitting in his house and he being 
a native doctor was treating a patient. She was also 
sitting in the courtyard. One Majo Khatoon, the 
2 
neighbour, was also present in the house. The 
appellant along with one other accused person armed 
with knives in their hands reached there. They 
inflicted cut injury and stab injury on the deceased. 
The deceased fell down. PW-5 raised alarm. When PWs 
2, 3, 4 and 6 reached the place, the appellant along 
with the other accused person went away. On 
examination, the Doctor found Farid Ansari dead.",murder
"when they reached a sweet meat shop, Meriga 
Yedukondalu, A-4, and Utukuru Seenaiah, A-6 (since deceased) 
attacked them as a result of which, PW1, who was driving the scooter 
lost control of the scooter and both of them fell down. As the 
prosecution story proceeds, Vutukuru Lakshmaiah, A-1, Rayapu 
3 
Srinivasulu, A-2, Rayapu Sivaiah, A-3, Meriga Ramaiah, A-5, and 
Meriga Penchlaiah, A-7, stabbed the deceased multiple times with 
knives, while A-4 and A-6 beat him with iron rods. A-2 then tried to 
stab PW-1 but missed. Thereafter A-3 stabbed PW-1 with a knife on 
his left arm, but he managed to escape and hid in the PWD office 
situated nearby.",murder
"deceased went to the fields to serve tea to her parents who were
working in the fields as labourers. Around 5 PM deceased left for her
home. Her parents reached home at around 6PM and found that their
daughter had not returned till then. Therefore, Lal Singh (PW 12), his
wife left for the fields to look for their daughter. They found Dolu
(steel container), glasses (tumblers) and chappals of their daughter in
the field. They sent Parsa Ram who was with them to ask for a
tractor. Around mid night, in the tractor head light they found the
body of their daughter in the fields of one Sheo Ram with her salwar
removed. One part of the salwar was around her neck and the other
was stuffed to her mouth",murder
"the appellant came to the 
Barber Saloon of Murthy Prasad, deceased, on 25.3.1996 
at about 8 p.m. and demanded Rs.150/- from the 
deceased. Since the deceased did not give the money 
demanded, the accused got angry and threatened that he 
would take care of him later. Appellant accused again 
came back at 9.30 p.m. to the shop of the complainant, 
sought shelter therein, had food, and slept there with 
the deceased and the complainant. At about 2 a.m. the 
complainant heard sounds and after being awaken he saw 
that the appellant was hitting his elder brother with a 
knife on the chest and on shouting of the complainant 
the appellant hit him also with the same on the left 
abdomen and hands and ran away. Murthy Prasad died of 
2 
assault and the complainant got injured, and was taken 
to the hospital for treatment.",murder
"in the midnight of 14/15.02.2007, the 
appellant killed his mother by cutting her neck 
and severing her head and thereafter fled from 
the house with the head of his mother leaving 
behind her body. The trial court, after 
convicting the appellant under Sections 302 and 
201 of the Indian Penal Code (for short ‘IPC’), 
held that the appellant committed the murder of 
his mother in an extremely brutal, grotesque, 
diabolical and revolting manner and hence it is 
one of those rarest of the rare cases calling for 
a death sentence on the appellant",murder
"The contextual facts further depict that 
Kalu Singh (son of PW.1 Pratap Singh) along with 
his (Pratap Singh’s) servant Kashi Ram were 
sleeping in a hut (topa - a leaves etc.) for 
guarding the crop. In the adjoining hut, Pratap 
Singh PW.1 along with his another servant PW.3 
Kalu Balai was sleeping. At about 11.30 p.m. all 
of a sudden he heard the sound of gun fire which 
awakened him and found that accused Mohan Singh 
s/o Babu Singh, Vijai Singh s/o Kishan Singh, 
Jugraj s/o Bhoor Singh, Ranjeet s/o Madan Singh 
and Iqbal s/o Allah Noor, all of them residents of 
Barodia armed with different arms assaulting his 
son Kalu Singh and servant Kashi Ram. He raised 
an alarm and gave a call to the villagers and also 
rushed towards the village by reason wherefor some 
of the villagers came to the spot. Seeing them, 
the accused persons fled away.",murder
"The prosecution case is that accused Nos. 1 and 2 got 
together and poured kerosene on deceased Venkatesan and set him 
on fire. Venkatesan suffered from serious burn injuries. He was 
removed to the Hospital. On reaching the Hospital P.W. 7 Doctor 
called in PW 6, Judicial Magistrate and a dying declaration was 
duly recorded. In his dying declaration the deceased Venkatesan 
stated that his wife and his brother accused 1 and 2 had poured 
kerosene on him and had set fire to him. 
The incident took place on 16.2.1999 and Venkatesan died 
on 19.2.1999.",murder
"On 5/6/2003 Trambak and all his family members as well as the guest 
Bharat More were chitchatting after dinner and at about 10.30 p.m. seven to 
eight unknown persons entered his hut and all of them were wearing banyan 
and half pant and they started threatening the family members. They 
demanded money as well as ornaments and Trambak took out Rs.3000/- 
from his pocket and handed over to one of them. Some of the gang members 
forcibly took away the mangalsutra as well as ear-tops and dorley from the 
person of Vimalabai, ear-tops from the person of Savita and silver rings 
which were around her feet. From the person of Manoj, they removed a silver 
chain and a wrist watch. Thereafter they went out of the hut and consumed 
liquor. After some time they re-entered the hut with weapons like knife, axe 
handle, sickle, spade with handle and yokpin etc., to rob the house members 
and collect more money and ornaments etc. They started beating the family 
members and Trambak was the first person who received assault. Sandeep 
and other members of the family told the dacoits to take away whatever they 
could collect from the house, but no family members should be assaulted. At 
this stage Sandeep was assaulted and so also Shrikant @ Bhurya, Bharat and 
Manoj. The dacoits did not spare Vimalabai as well. They tied hands and legs 
of all the family members except Manoj and Vimalabai. As a result of assault 
Manoj, Trambak, Sandeep, Shrikant and Bharat became unconscious. Three 
of the dacoits dragged Savita out of the hut and took her to the guava garden. 
Two of the dacoits then picked up Vimalabai and dragged her towards the 
well. One of them raped her near the well and then she was taken to the 
guava garden where Savita was taken. Vimalabai was assaulted and brought 
back to the hut. After some time, the three dacoits brought Savita back in 
naked condition and with injuries on her body. When the dacoits had 
entered the hut at about 10.30 p.m. the light bulb in the hut was burning and 
TV was on. The dacoits increased the volume of the tape recorder and after 
they dropped Savita in the hut, they put on shoes and started walking on the 
persons lying injured and they thought that all of them were dead. Vimalabai 
(PW 8) lost her consciousness around 12 O’Clock in the night and till then 
the dacoits were present in the hut and they left the hut under the belief that 
all of the victims were dead. However, Manoj (PW1) and his mother 
Vimalabai (PW 8) survived. They are the eye witnesses to the prosecution 
case. On the basis of information given, investigation was undertaken.",murder
"he occurrence took place on 6th July, 1993 at about 
4 p.m. The deceased was a lady named Keshrabai. She 
and her 
...2/- 
- 2 - 
daughter -Annubai (P.W.1) aged about 15 years at the 
relevant time were in their house. The appellant herein and 
three others entered into their house armed with axe, 
phaliya, lathies bow & arrows etc. Eight other persons had 
surrounded the entire house. They were also armed with 
deadly weapons. Allegedly, Badri assaulted the deceased. 
Indisputably, the deceased suffered as many as eight injuries 
as would appear from the deposition made 
by Doctor R.C.Hanotiya- P.W.11 who had conducted the 
postmortem examination on the dead body of the deceasedKesharbai on 8.7.1993. He found the following injuries on 
the person of the dead body: 
""....incised wound on the back side of the right elbow 
left side of the stomach, right side of the chest, on the front of 
the head and behind the head and found her neck 
completely cut off....""",murder
"Saroja was the second wife of PW2, the appellant’s 
father and, therefore, the step mother of the 
appellant. PW5 was the appellant’s step sister 
having been born out of the marriage of PW2 and 
the deceased whereas PW3 was the husband of PW5. 
All the persons aforementioned were residents of 
village Thuluvaspushpagiri and were agriculturists 
by profession. PW2 had lost his first wife, the 
mother of the appellant, about 22 years prior to 
the date of the incident, and one year after her 
death PW2 had married the deceased Saroja. It 
appears that Saroja was a lady of easy virtue and 
3 
was involved with several persons in the village 
which had annoyed the appellant and he often asked 
her to behave in a dignified way. The deceased, 
however, told the appellant that it is not his 
business to interfere in her affairs as she was an 
independent person and entitled to live her life 
as she pleased. Saroja’s affairs, however, 
continued to rankle the appellant. 
3. At about 9 a.m. on 19th March 2000, PW5 and the 
deceased went to the field to perform their daily 
agricultural operations. At about 11 a.m. the 
appellant also arrived at that place and called 
out to the deceased to help him lift a bundle of 
firewood. The deceased walked towards the 
appellant and both of them went into the sugarcane 
field. A short while later the appellant alone 
returned and when questioned by PW5 told him that 
he had strangled and killed Saroja. The appellant 
also appeared before PW1 the Village 
Administrative Officer at 4 p.m. and made an extra 
judicial confession that he had murdered his step 
mother.",murder
"on 6 th 
January, 1992, Hira Singh Gond (Complainantâ¬ PW 7) 
lodged an FIR at Bahri Police Station, Sidhi District stating 
that his brother Mangal Singh had gone to the fields to 
answer natureâ¬ ""!s call, when Baliraj Singh (A1 & Appellant 
herein) and Baijnath Singh (A2) attacked him (Mangal 
Singh) with lathis causing instantaneous death of Mangal 
Singh. Accordingly police registered Crime No. 5/92 
against the accused, body of the deceased was sent for 
postmortem examination, lathis allegedly used in the 
crime were seized at the instance of the accused and 
charges were framed against them under Section 302/34, 
IPC to which the accused pleaded not guilty and claimed 
trial.",murder
"Gouri was found to go to the Hat along with the 
accused Banamali @ Bana. 
(II) The accused Banamali had returned from the hat 
towards the evening, but Gouri had not. 
(III) On enquiry to the accused by PW.4 and PW.5 the 
mother and elder brother of Gouri respectively, the 
accused told them that Gouri had been talking with 
someone and that she would come back within a short 
time, but she did not. 
(IV) The accused had fled away from the house on the 
day following the day on which Gouri accompanied by 
him had been to the hat and he was not found on 
search. 
(V) There stands Bhunia jungle on the way to the hat 
from the house of Gouri. 
(VI) Recovery of long black hairs, torn pieces of 
Sari, blouse and saya eaten up by white-ants, one key, 
one 20 paise tied in the outskirts of the sari, one 
human skull with seven teeth on the upper jaw and four 
teeth on the lower jaw and 28 pieces of human bones of 
-2- 
different sizes from Bhunia jungle by PW.19 Bhabesh 
Chandra Maitra, the Ist I.O. of this case, who had 
gone to Bhunia jungle being accompanied by Gayaprasad 
Nayek, the elder brother of Gouri, the recovery of one 
polythene bag containing a phial of oil from Bhunia 
Jungle as per the statement of the accused and on 
being led and pointed out by him after he had been 
arrested on 30.8.86 at 19.05 hours. 
(VII) The extra-judicial confession of the accused 
regarding the murder of Gouri by him before PW.5 Gaya 
Prasad Nayek, the elder brother of Gouri and others 
after the accused had been found by them.""",murder
"Mohan Lal Sahu 
when returned at his home at about 6 P.M. on 25th January, 
1999, he found that his grand daughter (daughter of his 
late daughter) Jyoti aged about 6 years was not present in 
the house. He enquired about her from his daughter-in-law 
and other persons. He was informed that she had gone to 
visit cinema alongwith the accused. Accused Bantu @ Naresh 
Giri, however, after some time went at the residence of 
PW-1 and enquired about whereabouts of Jyoti. It is 
alleged that accused stated that he did not know anything 
about Jyoti and he had not taken her alongwith him for 
visiting cinema. Thereafter, PW-1 and other family members 
and residents of the locality started searching Jyoti. As 
Jyoti was not found, report was lodged at the police 
station. Subsequently dead body of the deceased was 
noticed by PW-13 Sanjay Dube who was also neighbour of 
PW-1. The dead body was found lying in the bushes standing 
across the railway line. He noticed that underwear of the 
deceased was lying near the dead body and that there were 
...3. 
.PA 
- 3 - 
blood stains and tooth mark on her cheek. He thereafter 
informed at the police station. On the basis of the said 
information investigating officer carried out necessary 
investigation. After recording the statement of the 
accused alongwith other person named Balu @ Balram Goswami 
was tried and convicted as stated above. Other accused was 
acquitted by the Addl.Sessions Judge. The Sessions court 
relied on the evidence of PW-6 Vimla, daughter-in-law of 
PW-1, PW-4 Ravi, nephew of PW-1 and PW-5 child witness and 
held that deceased had gone with the accused after coming 
from the school. Thereafter, her dead body was found the 
next day at 9 a.m. During the aforesaid evidence as well 
as medical evidence the court also considered the evidence 
of PW-8 Dr.Smt. S.Thakur who carried out post mortem 
examination. She has noticed that deceased was in a school 
uniform. She has also stated and three doctors who had 
examined the dead body, arrived at the conclusion that rape 
had been committed and the murder of the deceased was 
comitted by pressing her nose and mouth and obstructing 
...5. 
.PA 
- 5 - 
breath of the deceased. The doctor PW-9 A.P.Dwivedi had 
examined the accused and he noticed that there was a thin 
mark of scratch on the upper portion of penis. The Court 
also considered the evidence of PW-10 Manju who had stated 
that at about 3-4 p.m. when he was sitting on the ghat of 
a river he saw accused Bantu going with a girl aged about 
5-6 years and the girl was wearing school uniform. 
Considering the aforesaid circumstances the High Court as 
well as Sessions Judge arrived at the conclusion that the 
prosecution has proved his case beyond reasonable doubt and 
convicted the accused for the offence punishable under 
Sections 302 and 376 of Indian Penal Code.",murder
"Pallavi, aged two and half years, was the daughter 
of the appellant Beere Gowda and his first wife Jayanthi 
Gowda. The marriage between the appellant and Jayanthi had 
taken place about five or six years earlier. It appears 
that at the time of the marriage Jayanthi was pregnant but 
after some time the two fell out and the appellant left 
her in her parents’ home promising to take her back after 
performing the marriage of his sister. A few days later 
however he performed a marriage with Indramma co-accused, 
since acquitted. After the marriage of the appellant and 
Indramma the relations between the appellant and Jayanthi 
became unpleasant and Jayanthi was often assaulted and was 
made to do all the household chores and was also compelled 
to undergo a Family Planning Operation at 
-2- 
Kalsapura P.H.C., as the appellant apparently did not want 
to have any child from her. It is the case of the 
prosecution that as Pallavi was an unwanted child, the two 
accused, thought it fit to get rid of her so that she 
could not claim any share in her father’s property. The 
appellant accordingly obtained nitric & sulphuric acid from 
PW.16 Ranganatha-Chari, a goldsmith, and it is further the 
prosecution case that this was administered to Pallavi on 
22nd September 1996 which ultimately led to her death.",murder
"The marriage of accused 
Bhausaheb with deceased Janabai 
took place in 1985, thereafter 
victim was ill-treated by the 
accused, finds support from the 
statement of prosecution 
witnesses. 
(ii) Deceased was last seen in 
the company of accused Bhausaheb 
by P.W. 4 Jijabai and thereafter, 
deceased Janabai did not return 
from the field. 
(iii) When the complainant went 
to the field of accused to 
enquire about whereabouts of 
Janabai along with his brother, 
accused Bhausaheb gave evasive 
answers and told the complainant 
that victim has not come to the 
field. 
(iv) The dead body of the 
deceased was recovered at the 
instance of accused Bhausaheb, 
discovery panchanama was duly 
proved by P.W.8 and P.W.1, 
therefore, the chain of 
circumstance is complete, which 
leads only to one conclusion that 
accused Bhausaheb committed 
3 
murder of his wife and to cause 
disappearance of the dead body, 
he covered that dead body in 
Chadder and concealed near 
hillock in his field and at his 
instance the dead-body was 
recovered.”",murder
"on the intervening night between 20th and 21st Mar 
ch, 1996 A1 to A3, who had entertained some grievance against the deceased for not helping the 
m in some land dispute, attacked the deceased while he was sleeping outside his house and caus 
ed nearly 25 injuries consequent to which the deceased died. The incident in 
question was seen by PW.2 and PW.3, being the wife and son-in-law respectively of the deceased 
who were awakened by the cry of the deceased. These witnesses stated before the court that th 
ey were able to identify the appellant as they are known to him, because he was residing in th 
e vicinity of their house. The courts below have accepted the evidence of these two witnesses 
and based conviction on their evidence. 
Learned counsel appearing for the appellant, however, contended before us that PW.2 in her sta 
tement before the police which is on record as Exh.D.1 had stated that the accused persons had 
run away when she came to the scene of the incident therefore there is an improvement in her 
evidence, and PW.3 as per Exh.D2 had stated before the police that at the time of the 
incident he and other family members were 
....3/- 
: 3 : 
sleeping inside the house whereas in his evidence he had stated that they were sleeping in the 
Varandah hence there is a serious contradiction and improvement in his statement before the 
Court hence should not be believed. This argument was not raised before the courts below. Be 
that as it may, we consider that there is hardly any improvement in the statement as per D1 a 
nd D2 in their statements before the court. As per PW.1’s statement before the police she had 
stated that when she came near his husband accused persons ran away, whereas in the statement 
before the investigating officer she had stated that when she came out on seeing the attack on 
her husband, on seeing these witnesses all the accused ran away. This is hardly any improv 
ement in the fact is that this witness had seen A1 and identified him be it while attacking or 
running away thereafter. PW.3 who as per D2 allegedly stated before the investigating officer 
that at the time of incident he was sleeping inside the house and in his evidence he had sta 
ted that he was sleeping in the Varandah. We find hardly difference in these two statements al 
so because it is the statement of this witness he was sleeping separately from his father 
and 
......4/- 
: 4 : 
woke up when he heard the cries, therefore, the fact that he was sleeping inside the house or 
in the Varandah would not create any doubt in his evidence. In the said view of the matter, w 
e find no reason to interfere with the impugned judgments of the courts below. The appeal fai 
ls and the same is dismissed.",murder
"e at 2.00 p.m. on the same 
day wherein it was alleged by complainant Brij Nandan Jaiswal that his son alongwith 
Bechan and Balmukund went to cut woods in the forest and while they were coming back 
from the forest on bicycles, Brij Nandan and Bal Mukund were leading while 
complainant’s son Jai Shankar was following them. When they all reached Jabelia Mode, 
Jai Shankar shouted very loudly. At that time, the complainant and his companions saw 
that Jai Shankar was being inflicted blows with lathis, danda and iron rods by Lalji and 
his son Kallu @ Vinod, Munnu @ Munna and one other unknown person. On seeing the 
complainant party, all the four ran away towards forest threatening the complainant and 
his companions. While Jai Shankar was being taken for treatment, he died at about 3.00 
4 
p.m. The three accused persons were taken into custody between 03.01.2007 to 
05.01.2007. Investigation proceeded during which the lathi was discovered. It was 
found that the accused had assaulted the complainant’s family twice and even those cases 
were pending and charge sheets were filed in those cases. Apart from that, the accused 
Munna was also involved in a gambling case. The post-mortem report showed that the 
deceased had sustained several injuries and that Jai Shankar had died due to hemorrhage 
and resultant shock.",murder
