text,label,cleanData
"between 26th and 27th November, 2000 when all the 
2 
family members were sleeping, the appellant-accused woke up them at 
about 12:30 am and made an extra judicial confession before PW1 
Chandra Kumar (brother-in-law of the accused), PW4 Durdeshi Ram 
(brother-in-law of the accused) and PW2 Dhruv Ram (cousin brother of 
the deceased), that he had committed the murder of his father-in-law 
Roopram. On hearing this, all the persons rushed to see whether 
Roopram was sleeping on the cot. They found that he was dead, there 
was cut injury on the neck, teeth were broken, injury on his head and 
blood was oozing out. When they asked as to why he killed the 
deceased, the accused allegedly told them that deceased Roopram had 
an illicit relationship with accused’s wife Gaya Bai (who is daughter of 
the deceased) and therefore, he committed the murder of his 
father-in-law with a Spade. Nobody caught hold of the accused as he 
was holding blood-smeared Spade and he ran away towards the forest.",murder,november family member sleeping appellant accused woke made extra judicial confession chandra kumar brother law accused durdeshi ram brother law accused dhruv ram cousin brother deceased committed murder father law roopram hearing person rushed see whether roopram sleeping cot found dead cut injury neck teeth broken injury head blood oozing asked killed deceased accused allegedly told deceased roopram illicit relationship accused wife gaya bai daughter deceased therefore committed murder father law spade nobody caught hold accused holding blood smeared spade ran away towards forest
"The case of the prosecution in brief is that, at about 1.00 
a.m. on 26.03.1999, all the accused who are the residents of same 
village as that of the deceased came in a group armed with weapons 
and assaulted the deceased (Amin) and PW-1, PW-2, PW-3, PW-4 and 
PW-6. Deceased (Amin) sustained two injuries which are as under: 
“1. Abrasion on left leg. 
2. Deep injury to mandible region, occipital 
region of head-sharp injury (incised wound/lacerated 
wound) by appearance. Cause of death was crush 
injury to brain.” 
The doctor opined that the death was caused due to the second 
injury mentioned above.",murder,case prosecution brief accused resident village deceased came group armed weapon assaulted deceased amin pw pw pw pw pw deceased amin sustained two injury abrasion left leg deep injury mandible region occipital region head sharp injury incised wound lacerated wound appearance cause death crush injury brain doctor opined death caused due second injury mentioned
"I submit that my wife burnt to death this 
evening on 5.30 p.m. I was at my shop and my brother was also 
there. My mother and younger brotherâ¬ ""!s wife had gone to our 
house in Bihar. My wife was half mad. She was burnt to death. 
When the smoke arose in the house and sounds of the crying 
came out of the house, the neighbour came running to my shop 
and informed me. I went to the house, went up the stairs and 
pushed the door open. I saw my wife and daughter were burnt to 
death.",murder,submit wife burnt death evening p shop brother also mother younger brother wife gone house bihar wife half mad burnt death smoke arose house sound cry came house neighbour came running shop informed went house went stair pushed door open saw wife daughter burnt death
"They entered the house and saw 
Paramjit Singh @Pamma on the floor and the appellant had a 
phawra in her hands who caused head injuries by giving blows 
1 
to the deceased in their presence. Jagbir Singh (PW.1) took 
the phawra from the appellant and made her to sit on a cot 
lying nearby. Jagbir Singh (PW.1) called one Vidya Sagar, a 
local person and instructed him to make a complaint to the 
police on the basis of which a case was registered against 
the appellant under Section 302 IPC and appellant was 
arrested.",murder,entered house saw paramjit singh floor appellant phawra hand caused head injury giving blow deceased presence jagbir singh pw took phawra appellant made sit cot lying nearby jagbir singh pw called one vidya sagar local person instructed make complaint police basis case registered appellant section ipc appellant arrested
"The case of the prosecution is that on 15.03.2010 at about 
9.30 P.M. an FIR was lodged by PW-1/Dileshwar Sahu, who is the son 
of the appellant/accused, that his younger brother Vedram was 
residing with their father, who is appellant herein. On 15.03.2010 
at about 8.00 P.M. while returning from the field he found the dead 
body of his brother/Vedram in the courtyard and an axe was lying 
near the dead body. He noticed injuries near the face of the 
deceased. It was stated by PW.1 that PW.3/Fulmatbai, who is the 
mother of the deceased, was crying there and on being asked, she 
informed him that at about 7.30 P.M. the appellant/accused 
committed the murder of Vedram by saying that the deceased/Vedram 
does nothing and roams around without any purpose.",murder,case prosecution p fir lodged pw dileshwar sahu son appellant accused younger brother vedram residing father appellant herein p returning field found dead body brother vedram courtyard axe lying near dead body noticed injury near face deceased stated pw pw fulmatbai mother deceased cry asked informed p appellant accused committed murder vedram saying deceased vedram nothing roams around without purpose
"On 02.06.2014 at about 9.00 P.M., the 
deceased Shaikh Mohsin was proceeding for 
dinner with another friend Riyaz. He was 
wearing a pastel green colour shirt and had 
a beard. According to the prosecution, the 
accused respondents before us, targeted them 
because they belonged to a certain community 
and started assaulting Shaikh Mohsin with 
hockey sticks, bats and stones. This 
resulted in his death.",murder,p deceased shaikh mohsin proceeding dinner another friend riyaz wearing pastel green colour shirt beard according prosecution accused respondent u targeted belonged certain community started assaulting shaikh mohsin hockey stick bat stone resulted death
"22.04.1995 at 
8.00 p.m., PW-1 Mateen Khan was going on motorcycle 
with the deceased on main road NH-43. The assailant, 
who was later identified as Mangal Singh fired two gun 
shots from behind resulting in death of Ravi Srivastav. 
Apart from the identification of Mangal Singh as the 
assailant by direct evidence of P.W-1, the eye witness, 
all the five appellants were implicated only on account 
of phone connectivity as per call records which 
information has been collected during the 
investigation.",murder,p pw mateen khan going motorcycle deceased main road nh assailant later identified mangal singh fired two gun shot behind resulting death ravi srivastav apart identification mangal singh assailant direct evidence p w eye witness five appellant implicated account phone connectivity per call record information collected investigation
"The prosecution version is that on 5.7.1983 at about 5 AM to 5.30 
AM, some 200-250 villagers, which included the accused persons as well, 
armed with various weapons like Lathi, Ladna, Farsa, Hasua and Ballam 
surrounded the village Siktahar. The accused persons forced out a number 
of persons from their houses, assaulted them in various ways and ultimately 
took four of them in tie-bound condition to a place called Hijul Pakur 
Field which is some distance away from village Siktahar and they assaulted 
them with various weapons causing serious injuries.",murder,prosecution version villager included accused person well armed various weapon like lathi ladna farsa hasua ballam surrounded village siktahar accused person forced number person house assaulted various way ultimately took four tie bound condition place called hijul pakur field distance away village siktahar assaulted various weapon causing serious injury
"Narinderpal Singh is the 
appellant before us. There were others also who 
armed with hockey sticks, soti etc. encircled his 
son Gobind Singh. The appellant, Narinderpal 
Singh gave a blow with his kirch which hit him on 
his right flank. When Narinderpal Singh gave a 
second blow with his kirch, Jaspal Singh @ Palli 
came and prevented it by making the way. Gobind 
Singh later died in the hospital.",murder,narinderpal singh appellant u others also armed hockey stick soti etc encircled son gobind singh appellant narinderpal singh gave blow kirch hit right flank narinderpal singh gave second blow kirch jaspal singh palli came prevented making way gobind singh later died hospital
"the appellant murdered one Munkaran Singh Gond on 
9.4.1995 at 8 o’clock in the morning having suspected 
that the deceased has developed illicit relationship with 
his wife Fuljhariya. According to the prosecution case, 
the appellant, deceased and the wife of the appellant had 
been collecting the flowers of Mahua on the fateful day 
2 
and when Fuljhariya-wife of the appellant, was at some 
distance, the appellate started talking to the deceased 
about the illicit relationship developed by him with the 
appellant’s wife and it is at that time, the appellant 
assaulted the deceased with the axe. He died on the 
spot.",murder,appellant murdered one munkaran singh gond clock morning suspected deceased developed illicit relationship wife fuljhariya according prosecution case appellant deceased wife appellant collecting flower mahua fateful day fuljhariya wife appellant distance appellate started talking deceased illicit relationship developed appellant wife time appellant assaulted deceased axe died spot
"at about 7.00 a.m., certain persons including the petitioner herein entered the courtyard of the house of the deceased Chote Lal with Lathi, 2 danda and axe and committed his murder. From the record, it appears that apart from certain other witnesses who had deposed, star witness was the wife of the deceased Smt. Bitawanbai (P.W.12) who is the eye witness. Her evidence was sought to be discredited before the trial court as well as the High Court on the ground that she is an interested witness, being the wife of the deceased.",murder,certain person including petitioner herein entered courtyard house deceased chote lal lathi danda axe committed murder record appears apart certain witness deposed star witness wife deceased smt bitawanbai p w eye witness evidence sought discredited trial court well high court ground interested witness wife deceased
"at 10:00 p.m. her husband 
(the deceased) was sitting in his house and he being 
a native doctor was treating a patient. She was also 
sitting in the courtyard. One Majo Khatoon, the 
2 
neighbour, was also present in the house. The 
appellant along with one other accused person armed 
with knives in their hands reached there. They 
inflicted cut injury and stab injury on the deceased. 
The deceased fell down. PW-5 raised alarm. When PWs 
2, 3, 4 and 6 reached the place, the appellant along 
with the other accused person went away. On 
examination, the Doctor found Farid Ansari dead.",murder,p husband deceased sitting house native doctor treating patient also sitting courtyard one majo khatoon neighbour also present house appellant along one accused person armed knife hand reached inflicted cut injury stab injury deceased deceased fell pw raised alarm pws reached place appellant along accused person went away examination doctor found farid ansari dead
"when they reached a sweet meat shop, Meriga 
Yedukondalu, A-4, and Utukuru Seenaiah, A-6 (since deceased) 
attacked them as a result of which, PW1, who was driving the scooter 
lost control of the scooter and both of them fell down. As the 
prosecution story proceeds, Vutukuru Lakshmaiah, A-1, Rayapu 
3 
Srinivasulu, A-2, Rayapu Sivaiah, A-3, Meriga Ramaiah, A-5, and 
Meriga Penchlaiah, A-7, stabbed the deceased multiple times with 
knives, while A-4 and A-6 beat him with iron rods. A-2 then tried to 
stab PW-1 but missed. Thereafter A-3 stabbed PW-1 with a knife on 
his left arm, but he managed to escape and hid in the PWD office 
situated nearby.",murder,reached sweet meat shop meriga yedukondalu utukuru seenaiah since deceased attacked result driving scooter lost control scooter fell prosecution story proceeds vutukuru lakshmaiah rayapu srinivasulu rayapu sivaiah meriga ramaiah meriga penchlaiah stabbed deceased multiple time knife beat iron rod tried stab pw missed thereafter stabbed pw knife left arm managed escape hid pwd office situated nearby
"deceased went to the fields to serve tea to her parents who were
working in the fields as labourers. Around 5 PM deceased left for her
home. Her parents reached home at around 6PM and found that their
daughter had not returned till then. Therefore, Lal Singh (PW 12), his
wife left for the fields to look for their daughter. They found Dolu
(steel container), glasses (tumblers) and chappals of their daughter in
the field. They sent Parsa Ram who was with them to ask for a
tractor. Around mid night, in the tractor head light they found the
body of their daughter in the fields of one Sheo Ram with her salwar
removed. One part of the salwar was around her neck and the other
was stuffed to her mouth",murder,deceased went field serve tea parent working field labourer around pm deceased left home parent reached home around found daughter not returned till therefore lal singh pw wife left field look daughter found dolu steel container glass tumbler chappals daughter field sent parsa ram ask tractor around mid night tractor head light found body daughter field one sheo ram salwar removed one part salwar around neck stuffed mouth
"the appellant came to the 
Barber Saloon of Murthy Prasad, deceased, on 25.3.1996 
at about 8 p.m. and demanded Rs.150/- from the 
deceased. Since the deceased did not give the money 
demanded, the accused got angry and threatened that he 
would take care of him later. Appellant accused again 
came back at 9.30 p.m. to the shop of the complainant, 
sought shelter therein, had food, and slept there with 
the deceased and the complainant. At about 2 a.m. the 
complainant heard sounds and after being awaken he saw 
that the appellant was hitting his elder brother with a 
knife on the chest and on shouting of the complainant 
the appellant hit him also with the same on the left 
abdomen and hands and ran away. Murthy Prasad died of 
2 
assault and the complainant got injured, and was taken 
to the hospital for treatment.",murder,appellant came barber saloon murthy prasad deceased p demanded r deceased since deceased not give money demanded accused got angry threatened would take care later appellant accused came back p shop complainant sought shelter therein food slept deceased complainant complainant heard sound awaken saw appellant hitting elder brother knife chest shouting complainant appellant hit also left abdomen hand ran away murthy prasad died assault complainant got injured taken hospital treatment
"in the midnight of 14/15.02.2007, the 
appellant killed his mother by cutting her neck 
and severing her head and thereafter fled from 
the house with the head of his mother leaving 
behind her body. The trial court, after 
convicting the appellant under Sections 302 and 
201 of the Indian Penal Code (for short ‘IPC’), 
held that the appellant committed the murder of 
his mother in an extremely brutal, grotesque, 
diabolical and revolting manner and hence it is 
one of those rarest of the rare cases calling for 
a death sentence on the appellant",murder,midnight appellant killed mother cutting neck severing head thereafter fled house head mother leaving behind body trial court convicting appellant section indian penal code short ipc held appellant committed murder mother extremely brutal grotesque diabolical revolting manner hence one rarest rare case calling death sentence appellant
"The contextual facts further depict that 
Kalu Singh (son of PW.1 Pratap Singh) along with 
his (Pratap Singh’s) servant Kashi Ram were 
sleeping in a hut (topa - a leaves etc.) for 
guarding the crop. In the adjoining hut, Pratap 
Singh PW.1 along with his another servant PW.3 
Kalu Balai was sleeping. At about 11.30 p.m. all 
of a sudden he heard the sound of gun fire which 
awakened him and found that accused Mohan Singh 
s/o Babu Singh, Vijai Singh s/o Kishan Singh, 
Jugraj s/o Bhoor Singh, Ranjeet s/o Madan Singh 
and Iqbal s/o Allah Noor, all of them residents of 
Barodia armed with different arms assaulting his 
son Kalu Singh and servant Kashi Ram. He raised 
an alarm and gave a call to the villagers and also 
rushed towards the village by reason wherefor some 
of the villagers came to the spot. Seeing them, 
the accused persons fled away.",murder,contextual fact depict kalu singh son pw pratap singh along pratap singh servant kashi ram sleeping hut topa leaf etc guarding crop adjoining hut pratap singh pw along another servant pw kalu balai sleeping p sudden heard sound gun fire awakened found accused mohan singh babu singh vijai singh kishan singh jugraj bhoor singh ranjeet madan singh iqbal allah noor resident barodia armed different arm assaulting son kalu singh servant kashi ram raised alarm gave call villager also rushed towards village reason wherefor villager came spot seeing accused person fled away
"The prosecution case is that accused Nos. 1 and 2 got 
together and poured kerosene on deceased Venkatesan and set him 
on fire. Venkatesan suffered from serious burn injuries. He was 
removed to the Hospital. On reaching the Hospital P.W. 7 Doctor 
called in PW 6, Judicial Magistrate and a dying declaration was 
duly recorded. In his dying declaration the deceased Venkatesan 
stated that his wife and his brother accused 1 and 2 had poured 
kerosene on him and had set fire to him. 
The incident took place on 16.2.1999 and Venkatesan died 
on 19.2.1999.",murder,prosecution case accused no got together poured kerosene deceased venkatesan set fire venkatesan suffered serious burn injury removed hospital reaching hospital p w doctor called pw judicial magistrate dying declaration duly recorded dying declaration deceased venkatesan stated wife brother accused poured kerosene set fire incident took place venkatesan died
"On 5/6/2003 Trambak and all his family members as well as the guest 
Bharat More were chitchatting after dinner and at about 10.30 p.m. seven to 
eight unknown persons entered his hut and all of them were wearing banyan 
and half pant and they started threatening the family members. They 
demanded money as well as ornaments and Trambak took out Rs.3000/- 
from his pocket and handed over to one of them. Some of the gang members 
forcibly took away the mangalsutra as well as ear-tops and dorley from the 
person of Vimalabai, ear-tops from the person of Savita and silver rings 
which were around her feet. From the person of Manoj, they removed a silver 
chain and a wrist watch. Thereafter they went out of the hut and consumed 
liquor. After some time they re-entered the hut with weapons like knife, axe 
handle, sickle, spade with handle and yokpin etc., to rob the house members 
and collect more money and ornaments etc. They started beating the family 
members and Trambak was the first person who received assault. Sandeep 
and other members of the family told the dacoits to take away whatever they 
could collect from the house, but no family members should be assaulted. At 
this stage Sandeep was assaulted and so also Shrikant @ Bhurya, Bharat and 
Manoj. The dacoits did not spare Vimalabai as well. They tied hands and legs 
of all the family members except Manoj and Vimalabai. As a result of assault 
Manoj, Trambak, Sandeep, Shrikant and Bharat became unconscious. Three 
of the dacoits dragged Savita out of the hut and took her to the guava garden. 
Two of the dacoits then picked up Vimalabai and dragged her towards the 
well. One of them raped her near the well and then she was taken to the 
guava garden where Savita was taken. Vimalabai was assaulted and brought 
back to the hut. After some time, the three dacoits brought Savita back in 
naked condition and with injuries on her body. When the dacoits had 
entered the hut at about 10.30 p.m. the light bulb in the hut was burning and 
TV was on. The dacoits increased the volume of the tape recorder and after 
they dropped Savita in the hut, they put on shoes and started walking on the 
persons lying injured and they thought that all of them were dead. Vimalabai 
(PW 8) lost her consciousness around 12 O’Clock in the night and till then 
the dacoits were present in the hut and they left the hut under the belief that 
all of the victims were dead. However, Manoj (PW1) and his mother 
Vimalabai (PW 8) survived. They are the eye witnesses to the prosecution 
case. On the basis of information given, investigation was undertaken.",murder,trambak family member well guest bharat chitchatting dinner p seven eight unknown person entered hut wearing banyan half pant started threatening family member demanded money well ornament trambak took r pocket handed one gang member forcibly took away mangalsutra well ear top dorley person vimalabai ear top person savita silver ring around foot person manoj removed silver chain wrist watch thereafter went hut consumed liquor time entered hut weapon like knife axe handle sickle spade handle yokpin etc rob house member collect money ornament etc started beating family member trambak first person received assault sandeep member family told dacoit take away whatever could collect house family member assaulted stage sandeep assaulted also shrikant bhurya bharat manoj dacoit not spare vimalabai well tied hand leg family member except manoj vimalabai result assault manoj trambak sandeep shrikant bharat became unconscious three dacoit dragged savita hut took guava garden two dacoit picked vimalabai dragged towards well one raped near well taken guava garden savita taken vimalabai assaulted brought back hut time three dacoit brought savita back naked condition injury body dacoit entered hut p light bulb hut burning tv dacoit increased volume tape recorder dropped savita hut put shoe started walking person lying injured thought dead vimalabai pw lost consciousness around clock night till dacoit present hut left hut belief victim dead however manoj mother vimalabai pw survived eye witness prosecution case basis information given investigation undertaken
"he occurrence took place on 6th July, 1993 at about 
4 p.m. The deceased was a lady named Keshrabai. She 
and her 
...2/- 
- 2 - 
daughter -Annubai (P.W.1) aged about 15 years at the 
relevant time were in their house. The appellant herein and 
three others entered into their house armed with axe, 
phaliya, lathies bow & arrows etc. Eight other persons had 
surrounded the entire house. They were also armed with 
deadly weapons. Allegedly, Badri assaulted the deceased. 
Indisputably, the deceased suffered as many as eight injuries 
as would appear from the deposition made 
by Doctor R.C.Hanotiya- P.W.11 who had conducted the 
postmortem examination on the dead body of the deceasedKesharbai on 8.7.1993. He found the following injuries on 
the person of the dead body: 
""....incised wound on the back side of the right elbow 
left side of the stomach, right side of the chest, on the front of 
the head and behind the head and found her neck 
completely cut off....""",murder,occurrence took place july p deceased lady named keshrabai daughter annubai p w aged year relevant time house appellant herein three others entered house armed axe phaliya lathies bow arrow etc eight person surrounded entire house also armed deadly weapon allegedly badri assaulted deceased indisputably deceased suffered many eight injury would appear deposition made doctor r c hanotiya p w conducted postmortem examination dead body deceasedkesharbai found following injury person dead body incised wound back side right elbow left side stomach right side chest front head behind head found neck completely cut
"Saroja was the second wife of PW2, the appellant’s 
father and, therefore, the step mother of the 
appellant. PW5 was the appellant’s step sister 
having been born out of the marriage of PW2 and 
the deceased whereas PW3 was the husband of PW5. 
All the persons aforementioned were residents of 
village Thuluvaspushpagiri and were agriculturists 
by profession. PW2 had lost his first wife, the 
mother of the appellant, about 22 years prior to 
the date of the incident, and one year after her 
death PW2 had married the deceased Saroja. It 
appears that Saroja was a lady of easy virtue and 
3 
was involved with several persons in the village 
which had annoyed the appellant and he often asked 
her to behave in a dignified way. The deceased, 
however, told the appellant that it is not his 
business to interfere in her affairs as she was an 
independent person and entitled to live her life 
as she pleased. Saroja’s affairs, however, 
continued to rankle the appellant. 
3. At about 9 a.m. on 19th March 2000, PW5 and the 
deceased went to the field to perform their daily 
agricultural operations. At about 11 a.m. the 
appellant also arrived at that place and called 
out to the deceased to help him lift a bundle of 
firewood. The deceased walked towards the 
appellant and both of them went into the sugarcane 
field. A short while later the appellant alone 
returned and when questioned by PW5 told him that 
he had strangled and killed Saroja. The appellant 
also appeared before PW1 the Village 
Administrative Officer at 4 p.m. and made an extra 
judicial confession that he had murdered his step 
mother.",murder,saroja second wife appellant father therefore step mother appellant appellant step sister born marriage deceased whereas husband person aforementioned resident village thuluvaspushpagiri agriculturist profession lost first wife mother appellant year prior date incident one year death married deceased saroja appears saroja lady easy virtue involved several person village annoyed appellant often asked behave dignified way deceased however told appellant not business interfere affair independent person entitled live life pleased saroja affair however continued rankle appellant march deceased went field perform daily agricultural operation appellant also arrived place called deceased help lift bundle firewood deceased walked towards appellant went sugarcane field short later appellant alone returned questioned told strangled killed saroja appellant also appeared village administrative officer p made extra judicial confession murdered step mother
"on 6 th 
January, 1992, Hira Singh Gond (Complainantâ¬ PW 7) 
lodged an FIR at Bahri Police Station, Sidhi District stating 
that his brother Mangal Singh had gone to the fields to 
answer natureâ¬ ""!s call, when Baliraj Singh (A1 & Appellant 
herein) and Baijnath Singh (A2) attacked him (Mangal 
Singh) with lathis causing instantaneous death of Mangal 
Singh. Accordingly police registered Crime No. 5/92 
against the accused, body of the deceased was sent for 
postmortem examination, lathis allegedly used in the 
crime were seized at the instance of the accused and 
charges were framed against them under Section 302/34, 
IPC to which the accused pleaded not guilty and claimed 
trial.",murder,th january hira singh gond complainant pw lodged fir bahri police station sidhi district stating brother mangal singh gone field answer nature call baliraj singh appellant herein baijnath singh attacked mangal singh lathi causing instantaneous death mangal singh accordingly police registered crime accused body deceased sent postmortem examination lathi allegedly used crime seized instance accused charge framed section ipc accused pleaded not guilty claimed trial
"Gouri was found to go to the Hat along with the 
accused Banamali @ Bana. 
(II) The accused Banamali had returned from the hat 
towards the evening, but Gouri had not. 
(III) On enquiry to the accused by PW.4 and PW.5 the 
mother and elder brother of Gouri respectively, the 
accused told them that Gouri had been talking with 
someone and that she would come back within a short 
time, but she did not. 
(IV) The accused had fled away from the house on the 
day following the day on which Gouri accompanied by 
him had been to the hat and he was not found on 
search. 
(V) There stands Bhunia jungle on the way to the hat 
from the house of Gouri. 
(VI) Recovery of long black hairs, torn pieces of 
Sari, blouse and saya eaten up by white-ants, one key, 
one 20 paise tied in the outskirts of the sari, one 
human skull with seven teeth on the upper jaw and four 
teeth on the lower jaw and 28 pieces of human bones of 
-2- 
different sizes from Bhunia jungle by PW.19 Bhabesh 
Chandra Maitra, the Ist I.O. of this case, who had 
gone to Bhunia jungle being accompanied by Gayaprasad 
Nayek, the elder brother of Gouri, the recovery of one 
polythene bag containing a phial of oil from Bhunia 
Jungle as per the statement of the accused and on 
being led and pointed out by him after he had been 
arrested on 30.8.86 at 19.05 hours. 
(VII) The extra-judicial confession of the accused 
regarding the murder of Gouri by him before PW.5 Gaya 
Prasad Nayek, the elder brother of Gouri and others 
after the accused had been found by them.""",murder,gouri found go hat along accused banamali bana ii accused banamali returned hat towards evening gouri not iii enquiry accused pw pw mother elder brother gouri respectively accused told gouri talking someone would come back within short time not iv accused fled away house day following day gouri accompanied hat not found search v stand bhunia jungle way hat house gouri vi recovery long black hair torn piece sari blouse saya eaten white ant one key one paisa tied outskirt sari one human skull seven teeth upper jaw four teeth lower jaw piece human bone different size bhunia jungle pw bhabesh chandra maitra ist case gone bhunia jungle accompanied gayaprasad nayek elder brother gouri recovery one polythene bag containing phial oil bhunia jungle per statement accused led pointed arrested hour vii extra judicial confession accused regarding murder gouri pw gaya prasad nayek elder brother gouri others accused found
"Mohan Lal Sahu 
when returned at his home at about 6 P.M. on 25th January, 
1999, he found that his grand daughter (daughter of his 
late daughter) Jyoti aged about 6 years was not present in 
the house. He enquired about her from his daughter-in-law 
and other persons. He was informed that she had gone to 
visit cinema alongwith the accused. Accused Bantu @ Naresh 
Giri, however, after some time went at the residence of 
PW-1 and enquired about whereabouts of Jyoti. It is 
alleged that accused stated that he did not know anything 
about Jyoti and he had not taken her alongwith him for 
visiting cinema. Thereafter, PW-1 and other family members 
and residents of the locality started searching Jyoti. As 
Jyoti was not found, report was lodged at the police 
station. Subsequently dead body of the deceased was 
noticed by PW-13 Sanjay Dube who was also neighbour of 
PW-1. The dead body was found lying in the bushes standing 
across the railway line. He noticed that underwear of the 
deceased was lying near the dead body and that there were 
...3. 
.PA 
- 3 - 
blood stains and tooth mark on her cheek. He thereafter 
informed at the police station. On the basis of the said 
information investigating officer carried out necessary 
investigation. After recording the statement of the 
accused alongwith other person named Balu @ Balram Goswami 
was tried and convicted as stated above. Other accused was 
acquitted by the Addl.Sessions Judge. The Sessions court 
relied on the evidence of PW-6 Vimla, daughter-in-law of 
PW-1, PW-4 Ravi, nephew of PW-1 and PW-5 child witness and 
held that deceased had gone with the accused after coming 
from the school. Thereafter, her dead body was found the 
next day at 9 a.m. During the aforesaid evidence as well 
as medical evidence the court also considered the evidence 
of PW-8 Dr.Smt. S.Thakur who carried out post mortem 
examination. She has noticed that deceased was in a school 
uniform. She has also stated and three doctors who had 
examined the dead body, arrived at the conclusion that rape 
had been committed and the murder of the deceased was 
comitted by pressing her nose and mouth and obstructing 
...5. 
.PA 
- 5 - 
breath of the deceased. The doctor PW-9 A.P.Dwivedi had 
examined the accused and he noticed that there was a thin 
mark of scratch on the upper portion of penis. The Court 
also considered the evidence of PW-10 Manju who had stated 
that at about 3-4 p.m. when he was sitting on the ghat of 
a river he saw accused Bantu going with a girl aged about 
5-6 years and the girl was wearing school uniform. 
Considering the aforesaid circumstances the High Court as 
well as Sessions Judge arrived at the conclusion that the 
prosecution has proved his case beyond reasonable doubt and 
convicted the accused for the offence punishable under 
Sections 302 and 376 of Indian Penal Code.",murder,mohan lal sahu returned home p january found grand daughter daughter late daughter jyoti aged year not present house enquired daughter law person informed gone visit cinema alongwith accused accused bantu naresh giri however time went residence pw enquired whereabouts jyoti alleged accused stated not know anything jyoti not taken alongwith visiting cinema thereafter pw family member resident locality started searching jyoti jyoti not found report lodged police station subsequently dead body deceased noticed pw sanjay dube also neighbour pw dead body found lying bush standing across railway line noticed underwear deceased lying near dead body pa blood stain tooth mark cheek thereafter informed police station basis said information investigating officer carried necessary investigation recording statement accused alongwith person named balu balram goswami tried convicted stated accused acquitted addl session judge session court relied evidence pw vimla daughter law pw pw ravi nephew pw pw child witness held deceased gone accused coming school thereafter dead body found next day aforesaid evidence well medical evidence court also considered evidence pw dr smt thakur carried post mortem examination noticed deceased school uniform also stated three doctor examined dead body arrived conclusion rape committed murder deceased comitted pressing nose mouth obstructing pa breath deceased doctor pw p dwivedi examined accused noticed thin mark scratch upper portion penis court also considered evidence pw manju stated p sitting ghat river saw accused bantu going girl aged year girl wearing school uniform considering aforesaid circumstance high court well session judge arrived conclusion prosecution proved case beyond reasonable doubt convicted accused offence punishable section indian penal code
"Pallavi, aged two and half years, was the daughter 
of the appellant Beere Gowda and his first wife Jayanthi 
Gowda. The marriage between the appellant and Jayanthi had 
taken place about five or six years earlier. It appears 
that at the time of the marriage Jayanthi was pregnant but 
after some time the two fell out and the appellant left 
her in her parents’ home promising to take her back after 
performing the marriage of his sister. A few days later 
however he performed a marriage with Indramma co-accused, 
since acquitted. After the marriage of the appellant and 
Indramma the relations between the appellant and Jayanthi 
became unpleasant and Jayanthi was often assaulted and was 
made to do all the household chores and was also compelled 
to undergo a Family Planning Operation at 
-2- 
Kalsapura P.H.C., as the appellant apparently did not want 
to have any child from her. It is the case of the 
prosecution that as Pallavi was an unwanted child, the two 
accused, thought it fit to get rid of her so that she 
could not claim any share in her father’s property. The 
appellant accordingly obtained nitric & sulphuric acid from 
PW.16 Ranganatha-Chari, a goldsmith, and it is further the 
prosecution case that this was administered to Pallavi on 
22nd September 1996 which ultimately led to her death.",murder,pallavi aged two half year daughter appellant beere gowda first wife jayanthi gowda marriage appellant jayanthi taken place five six year earlier appears time marriage jayanthi pregnant time two fell appellant left parent home promising take back performing marriage sister day later however performed marriage indramma co accused since acquitted marriage appellant indramma relation appellant jayanthi became unpleasant jayanthi often assaulted made household chore also compelled undergo family planning operation kalsapura p h c appellant apparently not want child case prosecution pallavi unwanted child two accused thought fit get rid could not claim share father property appellant accordingly obtained nitric sulphuric acid pw ranganatha chari goldsmith prosecution case administered pallavi september ultimately led death
"The marriage of accused 
Bhausaheb with deceased Janabai 
took place in 1985, thereafter 
victim was ill-treated by the 
accused, finds support from the 
statement of prosecution 
witnesses. 
(ii) Deceased was last seen in 
the company of accused Bhausaheb 
by P.W. 4 Jijabai and thereafter, 
deceased Janabai did not return 
from the field. 
(iii) When the complainant went 
to the field of accused to 
enquire about whereabouts of 
Janabai along with his brother, 
accused Bhausaheb gave evasive 
answers and told the complainant 
that victim has not come to the 
field. 
(iv) The dead body of the 
deceased was recovered at the 
instance of accused Bhausaheb, 
discovery panchanama was duly 
proved by P.W.8 and P.W.1, 
therefore, the chain of 
circumstance is complete, which 
leads only to one conclusion that 
accused Bhausaheb committed 
3 
murder of his wife and to cause 
disappearance of the dead body, 
he covered that dead body in 
Chadder and concealed near 
hillock in his field and at his 
instance the dead-body was 
recovered.”",murder,marriage accused bhausaheb deceased janabai took place thereafter victim ill treated accused find support statement prosecution witness ii deceased last seen company accused bhausaheb p w jijabai thereafter deceased janabai not return field iii complainant went field accused enquire whereabouts janabai along brother accused bhausaheb gave evasive answer told complainant victim not come field iv dead body deceased recovered instance accused bhausaheb discovery panchanama duly proved p w p w therefore chain circumstance complete lead one conclusion accused bhausaheb committed murder wife cause disappearance dead body covered dead body chadder concealed near hillock field instance dead body recovered
